,channel,title,description,pub_date,mp3_url,article_url
3118961,Kama Miku,【28】作業用かまみく「恐山とみくのしんの天ぷら相撲」,ダ・ヴィンチ・恐山をゲストに迎えてお送りする1時間くらいのラジオです,2021-10-08,https://omocoro.heteml.net/radio/kamamicu/ks28/ks28.mp3,https://omocoro.jp/radio/311896/
3127251,Kama Miku,【29】作業用かまみく「夢と魔法の国みくのしんランド」,さつまいもを蒸す間の待ち時間にちょうどいいかもしれない1時間以上のラジオです,2021-10-15,https://omocoro.heteml.net/radio/kamamicu/ks29/ks29.mp3,https://omocoro.jp/radio/312725/
3144051,Kama Miku,【30】作業用かまみく「超ノジコって何？」,バーグハンバーグバーグの永田さんとラジオしました。,2021-10-22,https://omocoro.heteml.net/radio/kamamicu/ks30/ks30.mp3,https://omocoro.jp/radio/314405/
3162001,Kama Miku,【31】作業用かまみく「俺たちは勝つ」,副社長をボコボコにするのにちょうどいいかもしれない1時間半くらいのラジオです,2021-10-29,https://omocoro.heteml.net/radio/kamamicu/ks31/ks31.mp3,https://omocoro.jp/radio/316200/
3169691,Kama Miku,【32】作業用かまみく「麦わらのルヒィーとみくのしんのIT海賊団」,寝る前の気休めにちょうどいいかもしれない1時間くらいのラジオです,2021-11-05,https://omocoro.heteml.net/radio/kamamicu/ks32/ks32.mp3,https://omocoro.jp/radio/316969/
3180821,Kama Miku,【33】作業用かまみく「泣いたみくのしんと脱糞実況主」,世界記録を狙うのにちょうど良いかもしれない1時間40分くらいのラジオです,2021-11-12,https://omocoro.heteml.net/radio/kamamicu/ks33/ks33.mp3,https://omocoro.jp/radio/318082/
3186081,Kama Miku,【34】作業用かまみく「2人だけの世界」,就活のおともにちょうど良いかもしれない1時間以上のラジオです,2021-11-19,https://omocoro.heteml.net/radio/kamamicu/ks34/ks34.mp3,https://omocoro.jp/radio/318608/
3202301,Kama Miku,【35】作業用かまみく「立ち上がれ！ゆでたまご戦士たち」,通院や受験のおともにちょうど良いかもしれない1時間半以上のラジオです,2021-11-26,https://omocoro.heteml.net/radio/kamamicu/ks35/ks35.mp3,https://omocoro.jp/radio/320230/
3218081,Kama Miku,【36】作業用かまみく「あつまれ！ゆでたまご戦士たち」,失恋や嫌な社員旅行を忘れるのにちょうど良いかもしれない1時間半以上のラジオです,2021-12-03,https://omocoro.heteml.net/radio/kamamicu/ks36/ks36.mp3,https://omocoro.jp/radio/321808/
3227481,Kama Miku,【37】作業用かまみく「豚肉の茹で汁で足湯を作ろう」,骨折の療養にちょうど良いかもしれない2時間のラジオです,2021-12-10,https://omocoro.heteml.net/radio/kamamicu/ks37/ks37.mp3,https://omocoro.jp/radio/322748/
